Index,Actors,Number of movies,Number of awards,Genres
3481,Geno Silva,66,0,Action Drama 
3482,Natalie Portman,66,1,Action Adventure Comedy Drama Fantasy Fiction Romance Science Thriller War Western 
3483,Adrien Brody,66,1,Action Adventure Comedy Drama Fantasy Fiction History Mystery Romance Science Thriller War 
3484,Uma Thurman,66,1,Action Adventure Comedy Crime Drama Fantasy Fiction Music Mystery Romance Science Thriller 
3485,Wesley Jonathan,66,1,Action Adventure Drama 
3486,Scarlett Johansson,66,4,Action Adventure Comedy Crime Drama Family Fantasy Fiction Mystery Romance Science Thriller 
3487,Charles Grodin,66,1,Action Adventure Comedy Crime Drama Mystery 
3488,Ludacris,66,53,Action Crime Thriller 
3489,Rufus Sewell,66,1,Action Adventure Drama Fantasy Fiction Horror Mystery Romance Science Thriller 
3490,Andre the-Giant,66,0,Adventure Comedy Family Fantasy Romance 
3491,Harve Presnell,66,1,Action Comedy Drama Music Western 
3492,Javier Bardem,66,1,Action Adventure Crime Drama Romance Thriller 
3493,Elpidia Carrillo,66,6,Action Adventure Fiction Science Thriller 
3494,Judy Davis,66,2,Adventure Comedy Drama Family History 
3495,Robin Bartlett,66,3,Drama Music 
3496,Lubna Azabal,66,12,Drama Mystery Thriller War 
3497,Linda Bassett,66,1,Comedy 
3498,Saffron Burrows,66,3,Action Crime Drama Fiction Science Thriller 
3499,Donnie Wahlberg,66,2,Action Crime Drama Horror Mystery Thriller 
3500,Rafe Spall,66,11,Action Comedy Crime 
3501,Katharine Ross,66,1,Crime Drama History Western 
3502,Franck Dubosc,66,2,Adventure Comedy Family Fantasy 
3503,Ellen Barkin,66,2,Adventure Comedy Crime Drama Mystery Thriller 
3504,Ryan O'Neal,66,1,Comedy Crime Drama Mystery Romance Thriller War 
3505,Dana Ivey,66,0,Comedy Romance 
3506,Carlos Bardem,66,17,Romance Thriller 
3507,Mark McKinney,66,3,Comedy 
3508,Ludacris ,66,53,Action 
3509,Courteney Cox,66,1,Action Adventure Animation Comedy Crime Family Fantasy Horror Mystery Romance Thriller 
3510,Paz Vega,66,19,Action Comedy Crime Fiction Science Thriller 
3511,Emmanuelle B\u00e9art,66,21,Action Adventure Thriller 
3512,Brooke Adams,66,4,Fiction Horror Science Thriller 
3513,John Noble,66,24,Drama 
3514,Jane Adams,66,1,Comedy Drama 
3515,Terry Funk,66,0,Documentary 
3516,Freddy Rodr\u00edguez,66,1,Action Comedy Crime Drama Thriller 
3517,Shaun Parkes,66,1,Comedy Drama 
3518,Steve Toussaint,66,0,Action Adventure Fantasy Romance 
3519,Max Phipps,66,1,Action Adventure Fiction Science Thriller 
3520,Robert Pastorelli,66,1,Action Adventure Comedy Drama Family Fantasy Mystery Thriller 
3521,Jessica Tandy,66,1,Comedy Drama 
3522,Vanessa Angel,66,0,Comedy 
3523,Michael Mosley,66,0,Action Comedy Crime 
3524,Edge Adam,66,1,Documentary Music 
3525,Fred Gwynne,66,4,Comedy Drama Horror 
3526,Kyle T.-Heffner,66,0,Drama Music Romance 
3527,Lila Kedrova,66,1,Mystery Thriller 
3528,Chris Kattan,67,3,Action Adventure Animation Comedy Crime Fantasy Horror Mystery Thriller 
3529,Steve Martin,67,5,Animation Comedy Crime Drama Family Fantasy Fiction Horror Music Mystery Romance Science Thriller 
3530,Sean Penn,67,2,Action Comedy Crime Drama Fantasy History Mystery Thriller War 
3531,Maria Bello,67,2,Action Adventure Comedy Crime Drama Fantasy History Horror Mystery Romance Thriller 
3532,Hugh Grant,67,1,Adventure Animation Comedy Drama Family Music Romance Thriller 
3533,Mila Kunis,67,1,Action Adventure Comedy Crime Drama Family Fantasy Fiction Romance Science Thriller 
3534,Richard Roxburgh,67,33,Action Adventure Drama Music Romance Thriller 
3535,Hayden Panettiere,67,2,Adventure Animation Comedy Drama Family Horror Mystery Romance 
3536,Tsuyoshi Ihara,67,1,Action Adventure Drama War 
3537,Chi McBride,67,8,Action Comedy Crime Drama Family Fantasy Thriller 
3538,Henry Thomas,67,2,Adventure Drama Family Fantasy Fiction Romance Science War 
3539,Thomas Haden-Church,67,1,Action Adventure Comedy Crime Drama Family Fantasy Fiction Romance Science Thriller 
3540,Brittany Murphy,67,22,Animation Comedy Drama Romance Thriller 
3541,Alexandra Maria-Lara,67,8,Action Drama History War 
3542,Cyril O'Reilly,67,0,Comedy 
3543,Kristoffer Polaha,67,1,Drama Fiction Mystery Science 
3544,Iaia Forte,67,17,Comedy Drama 
3545,Ben Daniels,67,2,Action Adventure Horror 
3546,Edward Furlong,67,9,Action Comedy Crime Drama Fiction Music Science Thriller 
3547,Tatiana Maslany,67,1,Drama 
3548,Taran Killam,67,5,Action Comedy Crime 
3549,Birol Ünel,67,5,Comedy Drama 
3550,Marton Csokas,67,4,Action Adventure Crime Drama Fiction History Mystery Science Thriller War 
3551,Frances McDormand,67,2,Action Adventure Animation Comedy Crime Drama Family Fiction Music Mystery Romance Science 
3552,Sam Trammell,67,6,Action Drama Fantasy Fiction Horror Romance Science Thriller 
3553,Terence Donovan,67,0,Action Drama Family Romance Western 
3554,Lisa Gay-Hamilton,67,19,Drama Fantasy Romance 
3555,Stephen Boyd,67,1,Drama History Western 
3556,Joely Richardson,67,2,Action Drama Fiction History Horror Mystery Science Thriller War 
3557,Josh Gad,67,12,Action Adventure Animation Comedy Family Fiction Music Science 
3558,Frank Sinatra,67,1,Drama Romance War 
3559,P.J. Soles,67,1,Action Comedy Horror Thriller 
3560,Gian Maria-Volonté,67,38,Western 
3561,David O'Hara,67,1,Action Fiction Science Thriller 
3562,Jill St.-John,67,1,Action Adventure Thriller 
3563,Nancy Fish,67,0,Comedy Crime Fantasy Romance 
3564,Adrian Paul,67,0,Action Fantasy Fiction Science 
3565,Shawn Ashmore,67,13,Drama Thriller 
3566,Rick Gonzalez,67,1,Drama Horror Thriller 
3567,Aitana Sánchez-Gijón,67,18,Drama Thriller 
3568,Julie Kavner,67,4,Animation Comedy Family 
3569,Usher Raymond,67,64,Documentary Family Music 
3570,Maurice Godin,67,2,Comedy 
3571,Noel Fisher,67,4,Action Adventure Comedy Fantasy Fiction Science 
3572,Jodi Long,67,0,Action Adventure Crime Fiction Science Thriller 
3573,John Posey,67,0,Action Adventure Crime Fiction Science Thriller 
3574,Anthony Perkins,67,1,Action Adventure Drama Family Fiction Horror Science Thriller 
3575,Dale Midkiff,67,6,Drama Horror 
3576,Sayed Badreya,67,7,Comedy 
3577,Taraji P.-Henson,68,1,Comedy Crime Drama Romance Thriller 
3578,Kevin Kline,68,1,Action Adventure Animation Comedy Crime Drama Family Fiction History Romance Science Western 
3579,Delroy Lindo,68,18,Action Adventure Animation Comedy Crime Drama Family Fiction History Science Thriller 
3580,Sam Shepard,68,1,Action Crime Drama History Mystery Romance Thriller War Western 
3581,Famke Janssen,68,12,Action Adventure Comedy Crime Drama Fantasy Fiction Horror Mystery Science Thriller 
3582,Jason Lee,68,2,Action Adventure Animation Comedy Drama Family Fantasy Fiction Horror Music Mystery Romance Science Thriller 
3583,Amy Ryan,68,1,Action Adventure Comedy Crime Drama Horror Mystery Thriller War 
3584,Alan Alda,68,1,Action Comedy Drama Romance Thriller 
3585,Sally Field,68,2,Comedy Drama Family History Romance 
3586,Bill Duke,68,15,Action Adventure Crime Fiction Science Thriller 
3587,Billy Burke,68,1,Action Adventure Crime Drama Fantasy Horror Romance Thriller 
3588,Heather Locklear,68,6,Action Animation Comedy Drama Family Fantasy Horror Thriller 
3589,Diane Lane,68,1,Action Adventure Comedy Crime Drama Fantasy Fiction Music Romance Science Thriller 
3590,Takeshi Kitano,68,92,Crime Drama Thriller 
3591,Konstantin Khabenskiy,68,41,Action Fantasy Thriller 
3592,Rory Kinnear,68,9,Drama History Thriller War 
3593,Rihanna ,68,342,Action Adventure Fiction Science Thriller 
3594,Kristin Chenoweth,68,1,Action Animation Comedy Family Romance Thriller 
3595,Mekhi Phifer,68,19,Action Crime Drama Family Fantasy Horror Music Mystery Romance Thriller 
3596,John Candy,68,2,Comedy Fantasy Fiction Romance Science 
3597,Dave Bautista,68,5,Action Adventure Crime Fiction Science Thriller 
3598,Philip Chan-Yan-Kin,68,3,Action Crime Drama Thriller 
3599,Lily Tomlin,68,1,Comedy Drama Family Fantasy Romance War 
3600,Peter Facinelli,68,3,Adventure Comedy Drama Fantasy Fiction Horror Romance Science Thriller 
3601,Nick Swardson,68,6,Action Adventure Comedy Horror Romance 
3602,Joel Garland,68,2,Action 
3603,Eric Mabius,68,6,Action Fiction Horror Science 
3604,Steve Bisley,68,6,Action Adventure Fiction Science Thriller 
3605,Lars Ranthe,68,10,Drama 
3606,Jenny Slate,68,22,Animation Comedy Family Fantasy Music 
3607,Abhishek Bachchan,68,52,Drama Romance 
3608,Mary McCormack,68,4,Comedy Drama Fiction Horror Romance Science Thriller 
3609,Carolyn Lawrence,68,3,Adventure Animation Comedy Family 
3610,Rihanna,68,340,Action Adventure Animation Comedy Family Fantasy Fiction Science Thriller 
3611,Jennifer Saunders,68,16,Animation Family 
3612,Lucy Lawless,68,9,Comedy Drama Family Fantasy Horror Mystery Romance Thriller 
3613,John Stamos,68,2,Comedy Family Romance 
3614,Anna Friel,68,1,Adventure Comedy Drama Fiction Science 
3615,Tiffany Haddish,68,1,Action Comedy 
3616,Lawrence Gilliard-Jr.,68,2,Comedy 
3617,Cheryl Hines,68,2,Animation Comedy Family 
3618,Rhonda Fleming,68,3,Drama Mystery Thriller 
3619,Mercedes Ruehl,68,1,Comedy Drama 
3620,Christine Elise,68,3,Drama Horror 
3621,Jimmi Simpson,69,1,Comedy Horror Thriller 
3622,Ashley Williams,69,3,Comedy Drama Romance Thriller 
3623,Ice Cube,69,34,Action Adventure Comedy Crime Drama Family Fiction Horror Mystery Romance Science Thriller 
3624,Jon Favreau,69,1,Action Adventure Comedy Crime Family Fantasy Romance Thriller 
3625,Isaach de-Bankolé,69,4,Drama 
3626,James Ransone,69,2,Horror Mystery Thriller 
3627,Crispin Glover,69,6,Action Adventure Animation Comedy Family Fantasy Fiction Horror Science Thriller 
3628,Powers Boothe,69,1,Action Adventure Crime Drama History Thriller Western 
3629,Patrick Dempsey,69,2,Comedy Crime Drama Family Fantasy Horror Mystery Romance 
3630,Anton Yelchin,69,26,Action Comedy Crime Drama Fiction Horror Mystery Romance Science Thriller 
3631,Guillaume Canet,69,27,Adventure Drama History Music Romance Thriller War 
3632,Diane Keaton,69,1,Comedy Crime Drama Family Fiction History Romance Science Thriller 
3633,Archie Panjabi,69,1,Action Comedy Drama Thriller 
3634,Radha Mitchell,69,37,Action Crime Drama Fiction Horror Mystery Science Thriller War 
3635,Edie Martin,69,0,Drama Romance 
3636,Doug Rand,69,0,Adventure Animation Family Fantasy 
3637,Bruno Kirby,69,1,Comedy Crime Drama Romance Thriller War 
3638,James Corden,69,8,Comedy Drama Fantasy Music 
3639,Pauline Collins,69,1,Comedy Drama Romance 
3640,Jason Sudeikis,69,8,Action Adventure Animation Comedy Crime Drama Family Fantasy Romance 
3641,Karan Soni,69,1,Comedy Drama Fiction Romance Science 
3642,Edwin Hodge,69,1,Action Horror Thriller 
3643,Ana Gasteyer,69,2,Comedy 
3644,Annabella Sciorra,69,1,Action Crime Drama Fantasy Romance Thriller 
3645,Anne Marivin,69,0,Comedy 
3646,Norma Crane,69,0,Drama Romance 
3647,Phylicia Rash\u0101d,69,4,Drama 
3648,Satomi Ishihara,69,7,Action Adventure Drama Fiction Horror Science 
3649,Jaime Pressly,69,1,Action Adventure Comedy Drama Mystery Romance Thriller 
3650,Chloë Grace-Moretz,69,69,Action Adventure Comedy Crime Drama Family Fiction Horror Mystery Romance Science Thriller 
3651,Keir O'Donnell,69,4,Action Adventure Comedy Family 
3652,Lori Petty,69,5,Action Comedy Fantasy Fiction Science 
3653,Marianne Koch,69,8,Western 
3654,Diana Rigg,69,1,Action Adventure Thriller 
3655,Khan Kareena,69,58,Animation Family Foreign 
3656,Cylk Cozart,69,0,Action Drama Mystery Thriller 
3657,Gina Lollobrigida,69,2,Drama History Romance War 
3658,Gilles Lellouche,69,14,Comedy Drama 
3659,Deborah Harry,69,1,Fiction Horror Mystery Science 
3660,Brendan Sexton-III,69,6,Crime Drama Horror Mystery 
3661,Ed O'Neill,69,2,Drama Romance 
3662,Byron Mann,69,9,Action Crime Mystery Thriller 
3663,Jimmy Yuill,69,2,Drama 
3664,Grant Heslov,69,1,Action Adventure Drama Fiction Mystery Science 
3665,Tom Savini,69,5,Horror 
3666,Brendan Coyle,69,1,Drama Romance 
3667,Cornel Wilde,69,1,Action Drama Romance 
3668,Richard Egan,69,1,Action Drama Music Romance Western 
3669,Richard Lineback,69,0,Animation Comedy Family 
3670,James Madio,69,3,Drama Music 
3671,Mark Ruffalo,70,3,Action Adventure Comedy Crime Drama Fantasy Fiction History Music Mystery Romance Science Thriller War 
3672,Mark Wahlberg,70,2,Action Adventure Comedy Crime Drama Fantasy Fiction Music Mystery Science Thriller War 
3673,Jeffrey Wright,70,1,Action Adventure Animation Crime Drama Family Fantasy Fiction History Mystery Romance Science Thriller War Western 
3674,Vince Vaughn,70,21,Action Adventure Comedy Crime Drama Fiction Horror Mystery Romance Science Thriller 
3675,Jonathan Bennett,70,5,Comedy 
3676,Anthony Mackie,70,37,Action Adventure Comedy Crime Drama Fantasy Fiction Horror Mystery Romance Science Thriller War 
3677,Aubrey Plaza,70,25,Comedy Drama Fiction Romance Science 
3678,Wesley Snipes,70,21,Action Adventure Comedy Crime Drama Fantasy Fiction Horror Mystery Romance Science Thriller 
3679,Amanda Peet,70,9,Action Adventure Comedy Crime Drama Fiction Mystery Romance Science Thriller 
3680,Laura Linney,70,3,Action Adventure Comedy Crime Drama Fantasy Fiction Horror Mystery Romance Science Thriller 
3681,Kenneth Branagh,70,5,Action Adventure Animation Comedy Drama Family Fiction History Science Thriller War Western 
3682,Rodrigo Santoro,70,33,Comedy Crime Drama History Romance 
3683,Romane Bohringer,70,5,Documentary Family 
3684,Ava Gardner,70,1,Action Drama History Music Romance 
3685,Denis Leary,70,2,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Romance Science 
3686,Jason Schwartzman,70,27,Adventure Animation Comedy Drama Family History Romance 
3687,Matthew McConaughey,70,1,Action Adventure Comedy Crime Drama Fantasy Fiction History Mystery Romance Science Thriller War 
3688,Joel Grey,70,1,Crime Drama Music 
3689,Jason Clarke,70,11,Action Adventure Crime Drama Fiction History Science Thriller 
3690,Maurice Evans,70,1,Adventure Drama Fiction Horror Mystery Science 
3691,Fyodor Bondarchuk,70,36,Action Fantasy Fiction Science Thriller 
3692,Linda Cardellini,70,1,Adventure Comedy Mystery 
3693,Isaac Hayes,70,1,Action Fiction Science 
3694,Siobhan Fallon,70,3,Action Comedy Drama Thriller 
3695,Helen McCrory,70,10,Drama 
3696,Laura Fraser,70,4,Action Adventure Drama Romance 
3697,Noah Taylor,70,17,Action Adventure Fantasy Thriller 
3698,Agata Kulesza,70,25,Drama 
3699,Guillaume de-Tonquédec,70,4,Comedy 
3700,Kate McKinnon,70,2,Action Comedy Fantasy 
3701,Arielle Kebbel,70,1,Comedy Family Fantasy Horror Romance Thriller 
3702,Max Riemelt,70,14,Drama Thriller 
3703,Raad Rawi,70,0,Action Crime Drama Thriller War 
3704,Shawn Hatosy,70,3,Comedy Crime Drama Romance 
3705,Aunjanue Ellis,70,1,Action Comedy Drama 
3706,Christina Milian,70,9,Comedy Horror Thriller 
3707,Bebe Neuwirth,70,2,Comedy Drama Romance 
3708,Oh Dal-su,70,16,Action Drama Mystery Thriller 
3709,Riccardo Scamarcio,70,36,Comedy Drama Romance 
3710,Kimberly Beck,70,0,Horror Thriller 
3711,Roger Bart,70,4,Crime Drama Horror Mystery Thriller 
3712,Michael Irby,70,0,Drama Mystery Thriller 
3713,Yuriy Tsurilo,70,3,Drama Fiction Science 
3714,Jeffrey Jones,70,1,Comedy Drama Fantasy Fiction History Horror Mystery Science Thriller 
3715,Sandrine Holt,70,1,Adventure 
3716,Patti LuPone,70,1,Comedy Drama 
3717,Fernanda Romero,70,2,Drama Horror Thriller 
3718,Virginia Mayo,70,2,Drama History Romance 
3719,Joan Fontaine,70,1,Drama Mystery 
3720,Timm Sharp,70,0,Comedy Drama Romance 
3721,Sammy Davis-Jr.,70,1,Comedy Drama Music Romance 
3722,Brendan Fraser,71,19,Action Adventure Animation Comedy Drama Family Fantasy Fiction Romance Science Thriller 
3723,Alan Rickman,71,1,Action Adventure Comedy Drama Family Fantasy Fiction Romance Science Thriller 
3724,Rose Byrne,71,2,Action Adventure Comedy Drama Family Fiction History Horror Mystery Romance Science Thriller 
3725,James Lance,71,0,Action Crime Drama 
3726,Clint Eastwood,71,4,Action Adventure Comedy Crime Drama Fiction Music Mystery Romance Science Thriller Western 
3727,Flora Robson,71,1,Action Drama History 
3728,Melissa Joan-Hart,71,22,Comedy Drama Family Romance 
3729,Billy Connolly,71,1,Action Adventure Animation Comedy Crime Drama Family Fiction History Horror Mystery Romance Science Thriller War 
3730,Andie MacDowell,71,3,Action Adventure Comedy Drama Fantasy Romance 
3731,Jodelle Ferland,71,18,Adventure Animation Comedy Family Horror Mystery Thriller 
3732,Billy Crystal,71,3,Animation Comedy Crime Documentary Drama Family Romance 
3733,Timothy Dalton,71,5,Action Adventure Animation Comedy Family Romance Thriller 
3734,Olivia Williams,71,18,Adventure Comedy Drama Mystery Romance Thriller 
3735,Steven Hill,71,2,Drama Music Romance 
3736,Dmitriy Nagiev,71,6,Animation Fantasy 
3737,Wanda Sykes,71,1,Animation Comedy Family Romance 
3738,Cybill Shepherd,71,3,Crime Drama 
3739,Dorka Gryllus,71,4,Comedy Drama 
3740,Sophie Okonedo,71,1,Action Adventure Drama Fiction History Science War 
3741,Tommy Flanagan,71,1,Action Adventure Comedy Fiction Horror Science Thriller 
3742,Chris Penn,71,5,Action Comedy Crime Drama Family Music Romance Thriller 
3743,Bill Nunn,71,2,Crime Drama Thriller 
3744,Courtney B.-Vance,71,1,Action Drama Thriller 
3745,Karl Malden,71,1,Crime Drama History War 
3746,Johnny Messner,71,1,Action Adventure Drama Fiction Horror Science Thriller War 
3747,Fran\u00e7ois Truffaut,71,5,Drama Fiction Science 
3748,Rosalind Cash,71,5,Comedy Horror 
3749,Jeffrey Dean-Morgan,71,8,Action Adventure Crime Fiction Horror Mystery Science Thriller 
3750,Nicky Guadagni,71,4,Fiction Mystery Science Thriller 
3751,Lana Wood,71,1,Action Adventure Thriller 
3752,Thomas Bo,71,6,Drama 
3753,Joel McHale,71,1,Action Comedy Crime Drama Family Fantasy 
3754,Kayvan Novak,71,13,Comedy Crime Drama 
3755,Craig Ferguson,71,1,Adventure Animation Family Fantasy 
3756,Cynthia Stevenson,71,3,Action Comedy 
3757,Shawnee Smith,71,3,Crime Horror Thriller 
3758,Milo\u0161 Timotijevi\u0107,71,1,Drama Romance War 
3759,Aaron Kwok,71,32,Action Adventure Fantasy 
3760,Ina Balin,71,1,Drama History 
3761,Michael Palin,71,1,Adventure Comedy Family Fantasy Fiction Science 
3762,Frances de,71,1,Action Family Fantasy 
3763,la Tour,71,1,Action Family Fantasy 
3764,Lewis Fitz-Gerald,71,1,Action Fiction Science Thriller 
3765,Dirk Bogarde,71,2,Drama History War 
